morphotype,amount,plot,tree,date,adult/larvae
lepi049,58,w1g6p2,piptar,7/13/2016,
lepi050,1,w1g6p2,piptar,7/13/2016,
lepi069,3,w1g6p2,piptar,7/13/2016,
lepi079,1,w1g6p2,piptar,7/13/2016,
lepi086,2,w1g6p2,piptar,7/13/2016,
lepi088,1,w1g6p2,piptar,7/13/2016,
lepi089,5,w1g6p2,piptar,7/13/2016,
lepi095,1,w1g6p2,piptar,7/13/2016,
lepi096,2,w1g6p2,piptar,7/13/2016,
lepi098,1,w1g6p2,piptar,7/13/2016,
lepi114,3,w1g6p2,piptar,7/13/2016,
lepi011,1,w1g6p2,premob,7/13/2016,
lepi094,3,w1g6p2,premob,7/13/2016,
lepi007,1,w1g6p2,tremor,7/13/2016,
lepi008,16,w1g6p2,tremor,7/13/2016,
lepi011,2,w1g6p2,tremor,7/13/2016,
lepi012,1,w1g6p2,tremor,7/13/2016,
lepi016,1,w1g6p2,tremor,7/13/2016,
lepi019,5,w1g6p2,tremor,7/13/2016,
lepi006,1,w1g6p2,tricpl,7/13/2016,
lepi011,1,w1g6p2,tricpl,7/13/2016,
lepi042,1,w1g6p2,tricpl,7/13/2016,
lepi086,2,w1g6p2,tricpl,7/13/2016,
lepi042,1,w1g6p3,breyce,7/14/2016,
lepi004,2,w1g6p3,piptar,7/14/2016,
lepi008,7,w1g6p3,piptar,7/14/2016,
lepi011,13,w1g6p3,piptar,7/14/2016,
lepi016,3,w1g6p3,piptar,7/14/2016,
lepi021,1,w1g6p3,piptar,7/14/2016,
lepi028,1,w1g6p3,piptar,7/14/2016,
lepi030,2,w1g6p3,piptar,7/14/2016,
lepi037,4,w1g6p3,piptar,7/14/2016,
lepi042,1,w1g6p3,piptar,7/14/2016,
lepi048,1,w1g6p3,piptar,7/14/2016,
lepi049,31,w1g6p3,piptar,7/14/2016,
lepi050,1,w1g6p3,piptar,7/14/2016,
lepi052,1,w1g6p3,piptar,7/14/2016,
lepi056,1,w1g6p3,piptar,7/14/2016,
lepi008,169,w1g6p3,tremor,7/14/2016,
lepi016,8,w1g6p3,tremor,7/14/2016,
lepi019,28,w1g6p3,tremor,7/14/2016,
lepi020,2,w1g6p3,tremor,7/14/2016,
lepi021,1,w1g6p3,tremor,7/14/2016,
lepi023,3,w1g6p3,tremor,7/14/2016,
lepi024,4,w1g6p3,tremor,7/14/2016,
lepi028,1,w1g6p3,tremor,7/14/2016,
lepi038,1,w1g6p3,tremor,7/14/2016,
lepi041,3,w1g6p3,tremor,7/14/2016,
lepi056,2,w1g6p3,tremor,7/14/2016,
lepi057,1,w1g6p3,tremor,7/14/2016,
lepi011,3,w1g6p3,tricpl,7/14/2016,
lepi032,1,w1g6p3,tricpl,7/14/2016,
lepi004,1,w1g6p4,melamu,7/9/2016,
lepi008,1,w1g6p4,melamu,7/9/2016,
lepi021,1,w1g6p4,melamu,7/9/2016,
lepi033,1,w1g6p4,melamu,7/9/2016,
lepi034,1,w1g6p4,melamu,7/9/2016,
lepi011,1,w1g6p4,premob,7/9/2016,
lepi019,2,w1g6p4,premob,7/9/2016,
lepi007,1,w1g6p4,tremor,7/9/2016,
lepi008,86,w1g6p4,tremor,7/9/2016,
lepi011,2,w1g6p4,tremor,7/9/2016,
lepi016,6,w1g6p4,tremor,7/9/2016,
lepi019,68,w1g6p4,tremor,7/9/2016,
lepi021,2,w1g6p4,tremor,7/9/2016,
lepi023,2,w1g6p4,tremor,7/9/2016,
lepi024,1,w1g6p4,tremor,7/9/2016,
lepi025,1,w1g6p4,tremor,7/9/2016,
lepi034,1,w1g6p4,tremor,7/9/2016,
lepi035,2,w1g6p4,tremor,7/9/2016,
lepi036,1,w1g6p4,tremor,7/9/2016,
lepi004,2,w1g6p4,tricpl,7/9/2016,
lepi005,2,w1g6p4,tricpl,7/9/2016,
lepi008,2,w1g6p4,tricpl,7/9/2016,
lepi009,13,w1g6p4,tricpl,7/9/2016,
lepi011,1,w1g6p4,tricpl,7/9/2016,
lepi015,2,w1g6p4,tricpl,7/9/2016,
lepi020,1,w1g6p4,tricpl,7/9/2016,
lepi001,1,w1g6p5,melamu,7/11/2016,
lepi002,1,w1g6p5,melamu,7/11/2016,
lepi003,1,w1g6p5,melamu,7/11/2016,
lepi004,1,w1g6p5,melamu,7/11/2016,
lepi005,1,w1g6p5,melamu,7/11/2016,
lepi009,1,w1g6p5,piptar,7/11/2016,
lepi011,15,w1g6p5,piptar,7/11/2016,
lepi021,1,w1g6p5,piptar,7/11/2016,
lepi023,1,w1g6p5,piptar,7/11/2016,
lepi026,1,w1g6p5,piptar,7/11/2016,
lepi027,53,w1g6p5,piptar,7/11/2016,
lepi028,1,w1g6p5,piptar,7/11/2016,
lepi029,2,w1g6p5,piptar,7/11/2016,
lepi030,1,w1g6p5,piptar,7/11/2016,
lepi004,1,w1g6p5,tremor,7/11/2016,
lepi008,43,w1g6p5,tremor,7/11/2016,
lepi010,1,w1g6p5,tremor,7/11/2016,
lepi016,2,w1g6p5,tremor,7/11/2016,
lepi017,1,w1g6p5,tremor,7/11/2016,
lepi019,34,w1g6p5,tremor,7/11/2016,
lepi020,3,w1g6p5,tremor,7/11/2016,
lepi021,6,w1g6p5,tremor,7/11/2016,
lepi022,1,w1g6p5,tremor,7/11/2016,
lepi023,2,w1g6p5,tremor,7/11/2016,
lepi024,3,w1g6p5,tremor,7/11/2016,
lepi025,1,w1g6p5,tremor,7/11/2016,
lepi006,1,w1g6p5,tricpl,7/11/2016,
lepi007,10,w1g6p5,tricpl,7/11/2016,
lepi008,21,w1g6p5,tricpl,7/11/2016,
lepi009,3,w1g6p5,tricpl,7/11/2016,
lepi010,2,w1g6p5,tricpl,7/11/2016,
lepi011,7,w1g6p5,tricpl,7/11/2016,
lepi013,1,w1g6p5,tricpl,7/11/2016,
lepi014,1,w1g6p5,tricpl,7/11/2016,
lepi015,1,w1g6p5,tricpl,7/11/2016,
lepi008,1,w1g6p6,breyce,7/12/2016,
lepi011,1,w1g6p6,breyce,7/12/2016,
lepi009,3,w1g6p6,tricpl,7/12/2016,
lepi011,4,w1g6p6,tricpl,7/12/2016,
lepi015,1,w1g6p6,tricpl,7/12/2016,
lepi015,2,w1g6p6,tricpl,7/12/2016,
lepi031,1,w1g6p6,tricpl,7/12/2016,
lepi093,5,w1g6p6,tricpl,7/12/2016,
